applicant_id,score
"166","8.38"
"167","9.3"
"168","3.03"
"169","7.1"
"170","8.31"
"171","4.77"
"172","3.35"
"173","7.92"
"174","4.37"
"175","2.89"
"176","5.23"
"177","5.52"
"178","8.14"
"179","8.75"
"180","5.78"
"181","5.44"
"182","5.36"
"183","8.19"
"184","4.48"
"185","1.93"
"186","0.68"
"187","2.19"
"188","8.75"
"189","1.01"
"190","6.85"
"191","9.81"
"192","2.3"
"193","3.08"
"194","8.76"
"195","2.39"
"196","9.71"
"197","2.49"
"198","2.73"
"199","1.36"
"200","6.52"
"201","0.31"
"202","3.84"
"203","3.94"
"204","8.52"
"205","9.84"
"206","8.42"
"207","6.71"
"208","0.91"
"209","5.67"
"210","9.13"
"211","8.53"
"212","7.4"
"213","9.12"
"214","7.43"
"215","9.9"
"216","2.13"
"217","1.72"
"218","5.21"
"219","4.52"
"220","0.8"
"221","3.52"
"222","2.5"
"223","7.59"
"224","5.44"
"225","7.27"
"226","3.27"
"227","1.18"
"228","1.29"
"229","0.07"
"230","3.39"
"231","4.14"
"232","9.98"
"233","0.18"
"234","1.71"
"235","2.05"
"236","1.88"
"237","2.37"
"238","3.86"
"239","0.95"
"240","6.88"
"241","1.33"
"242","2.83"
"243","3.14"
"244","4.48"
"245","8.89"
"246","3.9"
"247","0.44"
"248","5.43"
"249","1.79"
"250","2.97"
"251","6.61"
"252","3.62"
"253","0.21"
"254","3.15"
"255","5.44"
"256","6.75"
"257","5.61"
"258","5.83"
"259","0.35"
"260","9.42"
"261","8.99"
"262","4.83"
"263","7.22"
"264","6.37"
"265","1.89"
"266","3.6"
"267","2.43"
"268","6.32"
"269","3.69"
"270","7.15"
"271","0.3"
"272","0.3"
"273","0.98"
"274","0.64"
"275","7.74"
"276","5.78"
"277","3.19"
"278","7.01"
"279","0.61"
"280","6.64"
"281","7.86"
"282","3.24"
"283","0.92"
"284","6.72"
"285","2.25"
"286","7.99"
"287","1.18"
"288","2.75"
"289","1.3"
"290","0.14"
"291","7.02"
"292","4.11"
"293","3.19"
"294","4.76"
"295","7.74"
"296","7.56"
"297","6.46"
"298","7.63"
"299","6.56"
"300","6.08"
"301","2.47"
"302","2.59"
"303","3.95"
"304","1.32"
"305","9.49"
"306","1.42"
"307","5.64"
"308","2.79"
"309","5.43"
"310","0.76"
"311","3.32"
"312","7.96"
"313","3.64"
"314","8.83"
"315","5.86"
"316","0.9"
"317","4.22"
"318","6.26"
"319","6.48"
"320","0.71"
"321","4.6"
"322","7.93"
"323","1.49"
"324","9.32"
"325","9.15"
"326","1.67"
"327","3.58"
"328","3.09"
"329","7.6"
"330","3.56"
"331","1.44"
"332","9.5"
"333","1.12"
"334","7.49"
"335","2.68"
"336","8.02"
"337","1.05"
"338","4.42"
"339","3.28"
"340","8.9"
"341","8.37"
"342","5.55"
"343","7.01"
"344","7.53"
"345","9.23"
"346","8.91"
"347","5.37"
"348","9.61"
"349","0.32"
"350","7.4"
"351","8.41"
"352","7.49"
"353","5.34"
"354","2.35"
"355","9.94"
"356","6.98"
"357","5.82"
"358","4.21"
"359","4.57"
"360","3.37"
"361","8.69"
"362","7.92"
"363","9.99"
"364","3.48"
"365","7.35"
"366","7.75"
"367","4.83"
"368","6.3"
"369","3.88"
"370","2.81"
"371","6.37"
"372","2.32"
"373","1.99"
"374","3.49"
"375","4.31"
"376","3.33"
"377","6.06"
"378","5.54"
"379","1.26"
"380","2.82"
"381","2.48"
"382","6.55"
"383","5.03"
"384","4.28"
"385","9.91"
"386","1.55"
"387","0.01"
"388","4.15"
"389","9.57"
"390","4.28"
"391","1.32"
"392","5.66"
"393","6.72"
"394","8.37"
"395","9.87"
"396","2.0"
"397","7.57"
"398","4.18"
"399","8.39"
"400","6.83"
"401","9.91"
"402","2.15"
"403","7.01"
"404","8.49"
"405","6.17"
"406","8.57"
"407","3.54"
"408","1.64"
"409","2.55"
"410","5.39"
"411","3.46"
"412","1.82"
"413","7.84"
"414","7.18"
"415","4.82"
"416","0.34"
"417","7.8"
"418","7.4"
"419","8.83"
"420","0.0"
"421","3.07"
"422","0.28"
"423","1.89"
"424","4.75"
"425","0.57"
"426","1.59"
"427","5.69"
"428","5.86"
"429","1.96"
"430","6.95"
"431","5.83"
"432","1.8"
"433","9.24"
"434","3.72"
"435","0.63"
"436","5.61"
"437","4.48"
"438","1.66"
"439","4.11"
"440","7.09"
"441","9.09"
"442","4.16"
"443","9.46"
"444","3.91"
"445","9.98"
"446","3.1"
"447","8.32"
"448","3.25"
"449","8.5"
"450","7.77"
"451","4.93"
"452","7.4"
"453","8.98"
"454","4.05"
"455","8.68"
"456","6.53"
"457","4.01"
"458","1.74"
"459","1.0"
"460","1.35"
"461","1.64"
"462","4.69"
"463","0.44"
"464","0.94"
"465","3.31"
"466","8.59"
"467","5.73"
"468","0.48"
"469","4.1"
"470","5.79"
"471","3.64"
"472","3.92"
"473","8.88"
"474","3.56"
"475","0.68"
"476","0.49"
"477","6.14"
"478","0.9"
"479","5.86"
"480","8.99"
"481","3.13"
"482","1.03"
"483","2.21"
"484","0.44"
"485","5.74"
"486","2.4"
"487","2.32"
"488","2.61"
"489","9.39"
"490","6.01"
"491","4.75"
"492","4.24"
"493","2.42"
"494","7.28"
"495","1.93"
"496","6.29"
"497","5.29"
"498","0.3"
"499","7.4"
"500","0.9"
"501","1.0"
"502","1.08"
"503","7.2"
"504","2.75"
"505","0.14"
"506","4.2"
"507","0.14"
"508","8.05"
"509","8.16"
"510","9.93"
"511","3.05"
"512","9.43"
"513","1.8"
"514","9.4"
"515","1.45"
"516","8.04"
"517","1.55"
"518","7.83"
"519","4.38"
"520","2.87"
"521","3.01"
"522","7.54"
"523","3.63"
"524","9.77"
"525","8.58"
"526","2.34"
"527","5.54"
"528","2.17"
"529","7.19"
"530","2.8"
"531","9.53"
"532","5.59"
"533","7.84"
"534","8.48"
"535","7.76"
"536","3.41"
"537","0.03"
"538","9.63"
"539","0.36"
"540","6.06"
"541","9.02"
"542","9.16"
"543","2.63"
"544","9.92"
"545","6.79"
"546","5.04"
"547","0.1"
"548","0.67"
"549","9.86"
"550","9.76"
"551","1.22"
"552","3.51"
"553","2.48"
"554","8.34"
"555","0.09"
"556","5.76"
"557","2.54"
"558","8.45"
"559","2.63"
"560","6.16"
"561","8.72"
"562","5.5"
"563","4.95"
"564","4.04"
"565","6.98"
"566","5.11"
"567","7.87"
"568","7.07"
"569","1.53"
"570","6.34"
"571","2.88"
"572","2.49"
"573","5.48"
"574","7.79"
"575","0.95"
"576","3.33"
"577","0.34"
"578","9.23"
"579","7.71"
"580","4.89"
"581","7.72"
"582","0.21"
"583","6.69"
"584","9.89"
"585","5.36"
"586","5.61"
"587","3.73"
"588","7.46"
"589","6.12"
"590","4.46"
"591","6.27"
"592","8.94"
"593","4.99"
"594","3.37"
"595","5.5"
"596","5.14"
"597","5.12"
"598","2.94"
"599","1.86"
"600","9.21"
"601","9.44"
"602","6.83"
"603","0.23"
"604","8.93"
"605","1.67"
"606","9.57"
"607","2.26"
"608","8.0"
"609","6.19"
"610","0.66"
"611","4.65"
"612","7.28"
"613","0.58"
"614","4.33"
"615","2.16"
"616","0.42"
"617","8.2"
"618","2.48"
"619","3.82"
"620","6.65"
"621","4.65"
"622","7.38"
"623","0.97"
"624","4.07"
"625","0.87"
"626","0.02"
"627","6.38"
"628","8.87"
"629","2.6"
"630","4.83"
"631","7.97"
"632","7.12"
"633","4.73"
"634","5.78"
"635","1.18"
"636","9.67"
"637","1.03"
"638","2.75"
"639","4.6"
"640","1.95"
"641","8.2"
"642","0.35"
"643","4.65"
"644","6.74"
"645","7.04"
"646","7.16"
"647","5.69"
"648","9.47"
"649","2.37"
"650","0.92"
"651","5.91"
"652","7.32"
"653","6.73"
"654","6.31"
"655","7.28"
"656","0.0"
"657","2.88"
"658","6.4"
"659","7.35"
"660","3.74"
"661","1.66"
"662","7.93"
"663","0.21"
"664","8.83"
"665","8.62"
"666","0.78"
"667","1.06"
"668","3.61"
"669","2.15"
"670","5.43"
"671","3.84"
"672","1.92"
"673","4.0"
"674","2.94"
"675","6.13"
"676","6.37"
"677","4.96"
"678","9.83"
"679","9.11"
"680","9.33"
"681","7.4"
"682","4.26"
"683","6.46"
"684","1.01"
"685","2.13"
"686","6.31"
"687","2.36"
"688","4.78"
"689","4.05"
"690","3.87"
"691","8.33"
"692","9.37"
"693","6.05"
"694","2.45"
"695","9.34"
"696","8.35"
"697","1.88"
"698","3.44"
"699","7.82"
"700","8.59"
"701","2.27"
"702","3.17"
"703","9.28"
"704","2.44"
"705","4.28"
"706","9.87"
"707","4.09"
"708","9.08"
"709","1.38"
"710","4.67"
"711","6.66"
"712","6.99"
"713","0.28"
"714","4.74"
"715","6.35"
"716","4.41"
"717","3.48"
"718","3.54"
"719","1.38"
"720","0.52"
"721","7.59"
"722","3.84"
"723","7.67"
"724","5.71"
"725","1.21"
"726","7.71"
"727","3.43"
"728","9.63"
"729","1.25"
"730","6.67"
"731","2.43"
"732","4.96"
"733","6.5"
"734","8.42"
"735","4.67"
"736","1.35"
"737","5.75"
"738","1.63"
"739","8.44"
"740","5.22"
"741","9.84"
"742","7.49"
"743","3.35"
"744","8.36"
"745","1.23"
"746","2.01"
"747","1.31"
"748","5.38"
"749","0.01"
"750","9.68"
"751","6.62"
"752","8.22"
"753","4.25"
"754","8.49"
"755","1.22"
"756","3.54"
"757","6.41"
"758","9.69"
"759","0.35"
"760","9.68"
"761","6.74"
"762","8.47"
"763","2.91"
"764","9.37"
"765","9.05"
"766","2.39"
"767","1.0"
"768","9.71"
"769","5.29"
"770","3.17"
"771","3.22"
"772","6.08"
"773","2.79"
"774","8.35"
"775","8.73"
"776","6.58"
"777","2.21"
"778","6.4"
"779","8.0"
"780","0.95"
"781","1.96"
"782","2.58"
"783","1.09"
"784","5.14"
"785","4.78"
"786","9.94"
"787","7.74"
"788","9.22"
"789","6.09"
"790","6.88"
"791","0.09"
"792","6.62"
"793","6.16"
"794","7.37"
"795","7.38"
"796","1.82"
"797","1.61"
"798","7.7"
"799","1.35"
"800","8.28"
"801","9.65"
"802","8.42"
"803","4.48"
"804","0.39"
"805","0.08"
"806","5.72"
"807","7.51"
"808","5.96"
"809","6.01"
"810","6.25"
"811","0.35"
"812","2.59"
"813","2.44"
"814","6.54"
"815","2.07"
"816","0.53"
"817","4.04"
"818","2.65"
"819","8.08"
"820","7.1"
"821","2.29"
"822","5.68"
"823","4.39"
"824","9.54"
"825","9.88"
"826","1.9"
"827","5.2"
"828","9.03"
"829","8.94"
"830","7.98"
"831","4.59"
"832","1.27"
"833","5.12"
"834","7.92"
"835","4.72"
"836","7.17"
"837","2.14"
"838","1.14"
"839","3.89"
"840","3.75"
"841","6.31"
"842","2.45"
"843","7.83"
"844","0.17"
"845","1.29"
"846","3.98"
"847","0.28"
"848","4.85"
"849","0.04"
"850","1.68"
"851","6.37"
"852","9.69"
"853","0.84"
"854","4.34"
"855","4.29"
"856","9.03"
"857","2.76"
"858","3.84"
"859","2.16"
"860","7.3"
"861","4.02"
"862","6.07"
"863","0.61"
"864","7.77"
"865","5.18"
"866","3.45"
"867","2.87"
"868","2.24"
"869","2.05"
"870","7.68"
"871","8.62"
"872","1.28"
"873","0.89"
"874","6.42"
"875","2.78"
"876","0.83"
"877","3.98"
"878","2.72"
"879","2.39"
"880","8.31"
"881","8.65"
"882","1.38"
"883","7.46"
"884","3.91"
"885","0.65"
"886","3.7"
"887","0.84"
"888","9.88"
"889","2.68"
"890","2.4"
"891","4.08"
"892","9.27"
"893","5.25"
"894","9.43"
"895","4.67"
"896","2.74"
"897","0.62"
"898","0.93"
"899","0.39"
"900","6.21"
"901","1.12"
"902","8.36"
"903","1.32"
"904","2.21"
"905","8.44"
"906","6.12"
"907","6.81"
"908","2.67"
"909","8.29"
"910","1.33"
"911","5.48"
"912","2.55"
"913","1.24"
"914","4.05"
"915","5.17"
"916","9.67"
"917","4.89"
"918","9.14"
"919","6.79"
"920","8.09"
"921","1.85"
"922","8.11"
"923","8.81"
"924","4.51"
"925","4.88"
"926","3.0"
"927","2.57"
"928","0.55"
"929","8.3"
"930","1.52"
"931","0.71"
"932","6.27"
"933","4.01"
"934","2.26"
"935","8.84"
"936","2.37"
"937","2.43"
"938","6.07"
"939","6.36"
"940","4.57"
"941","0.29"
"942","9.75"
"943","1.19"
"944","2.14"
"945","4.15"
"946","7.5"
"947","3.41"
"948","8.51"
"949","0.72"
"950","1.28"
"951","3.96"
"952","1.87"
"953","3.46"
"954","7.9"
"955","7.94"
"956","1.73"
"957","5.78"
"958","6.37"
"959","8.32"
"960","7.27"
"961","4.9"
"962","3.03"
"963","7.9"
"964","3.55"
"965","0.38"
"966","0.68"
"967","1.93"
"968","0.84"
"969","4.15"
"970","4.28"
"971","9.66"
"972","7.35"
"973","4.69"
"974","9.72"
"975","2.24"
"976","7.02"
"977","0.4"
"978","7.03"
"979","5.42"
"980","0.65"
"981","8.3"
"982","1.21"
"983","8.66"
"984","4.22"
"985","6.33"
"986","3.17"
"987","6.17"
"988","5.84"
"989","3.55"
"990","0.91"
"991","9.38"
"992","8.38"
"993","4.17"
"994","4.51"
"995","9.53"
"996","8.63"
"997","0.17"
"998","3.65"
"999","5.27"
"1000","9.55"
"1001","5.07"
"1002","4.7"
"1003","6.98"
"1004","6.33"
"1005","3.22"
"1006","6.86"
"1007","7.2"
"1008","6.79"
"1009","3.91"
"1010","0.26"
"1011","4.42"
"1012","4.88"
"1013","3.54"
"1014","7.01"
"1015","3.77"
"1016","7.73"
"1017","4.96"
"1018","0.08"
"1019","0.46"
"1020","6.34"
"1021","4.32"
"1022","1.56"
"1023","7.77"
"1024","6.2"
"1025","2.79"
"1026","7.78"
"1027","4.22"
"1028","5.12"
"1029","2.32"
"1030","9.73"
"1031","1.77"
"1032","1.14"
"1033","2.27"
"1034","2.7"
"1035","5.01"
"1036","4.3"
"1037","9.87"
"1038","4.91"
"1039","7.72"
"1040","7.25"
"1041","3.65"
"1042","9.5"
"1043","1.37"
"1044","8.65"
"1045","5.05"
"1046","8.32"
"1047","5.62"
"1048","9.22"
"1049","2.76"
"1050","6.47"
"1051","9.1"
"1052","5.64"
"1053","8.62"
"1054","2.12"
"1055","0.92"
"1056","9.37"
"1057","7.61"
"1058","1.19"
"1059","5.08"
"1060","9.74"
"1061","0.65"
"1062","5.38"
"1063","1.04"
"1064","5.63"
"1065","5.68"
"1066","3.63"
"1067","5.0"
"1068","1.16"
"1069","9.93"
"1070","5.76"
"1071","6.64"
"1072","0.04"
"1073","3.04"
"1074","0.99"
"1075","9.45"
"1076","6.0"
"1077","0.88"
"1078","2.65"
"1079","4.17"
"1080","7.16"
"1081","0.81"
"1082","2.21"
"1083","8.94"
"1084","5.45"
"1085","1.64"
"1086","3.32"
"1087","2.14"
"1088","0.51"
"1089","9.26"
"1090","7.63"
"1091","9.85"
"1092","3.55"
"1093","3.2"
"1094","4.88"
"1095","0.15"
"1096","1.3"
"1097","1.54"
"1098","7.29"
"1099","4.12"
"1100","0.52"
"1101","8.43"
"1102","0.4"
"1103","1.75"
"1104","0.54"
"1105","3.5"
"1106","1.45"
"1107","7.6"
"1108","3.08"
"1109","2.48"
"1110","3.64"
"1111","3.15"
"1112","9.85"
"1113","0.21"
"1114","0.84"
"1115","7.07"
"1116","7.84"
"1117","5.78"
"1118","9.65"
"1119","7.03"
"1120","0.44"
"1121","0.07"
"1122","6.7"
"1123","9.08"
"1124","0.46"
"1125","1.96"
"1126","5.9"
"1127","8.55"
"1128","5.12"
"1129","4.23"
"1130","9.48"
"1131","6.26"
"1132","3.94"
"1133","3.77"
"1134","3.71"
"1135","4.01"
"1136","8.18"
"1137","1.12"
"1138","7.6"
"1139","0.02"
"1140","4.03"
"1141","6.07"
"1142","9.72"
"1143","8.38"
"1144","3.32"
"1145","6.33"
"1146","2.52"
"1147","4.12"
"1148","6.28"
"1149","7.67"
"1150","7.31"
"1151","0.83"
"1152","2.5"
"1153","8.83"
"1154","3.03"
"1155","0.39"
"1156","7.76"
"1157","4.56"
"1158","8.7"
"1159","8.88"
"1160","6.48"
"1161","2.88"
"1162","3.1"
"1163","9.82"
"1164","2.73"
"1165","4.75"
"1166","7.01"
"1167","5.13"
"1168","4.53"
"1169","2.13"
"1170","7.25"
"1171","7.04"
"1172","2.24"
"1173","2.69"
"1174","8.49"
"1175","8.88"
"1176","8.05"
"1177","6.96"
"1178","9.52"
"1179","9.4"
"1180","8.42"
"1181","5.43"
"1182","4.13"
"1183","4.83"
"1184","9.07"
"1185","7.07"
"1186","1.07"
"1187","9.98"
"1188","7.82"
"1189","8.76"
"1190","5.42"
"1191","1.83"
"1192","6.41"
"1193","9.01"
"1194","5.38"
"1195","0.75"
"1196","2.64"
"1197","6.44"
"1198","8.5"
"1199","4.36"
"1200","4.76"
"1201","1.26"
"1202","7.21"
"1203","8.25"
"1204","6.46"
"1205","0.21"
"1206","4.56"
"1207","9.47"
"1208","2.43"
"1209","4.77"
"1210","8.0"
"1211","8.36"
"1212","7.61"
"1213","8.13"
"1214","4.23"
"1215","7.37"
"1216","2.42"
"1217","1.88"
"1218","4.03"
"1219","1.74"
"1220","9.45"
"1221","4.7"
"1222","3.65"
"1223","9.52"
"1224","3.33"
"1225","6.65"
"1226","8.84"
"1227","0.83"
"1228","5.72"
"1229","0.74"
"1230","3.83"
"1231","7.36"
"1232","5.43"
"1233","1.8"
"1234","0.77"
"1235","3.85"
"1236","1.36"
"1237","8.31"
"1238","1.79"
"1239","4.16"
"1240","9.4"
"1241","8.98"
"1242","9.69"
"1243","2.1"
"1244","7.77"
"1245","5.09"
"1246","6.99"
"1247","1.98"
"1248","6.66"
"1249","8.74"
"1250","7.31"
"1251","3.21"
"1252","7.42"
"1253","5.49"
"1254","0.25"
"1255","3.97"
"1256","5.95"
"1257","0.76"
"1258","5.57"
"1259","9.06"
"1260","9.63"
"1261","7.78"
"1262","7.55"
"1263","1.35"
"1264","2.12"
"1265","6.18"
"1266","0.82"
"1267","3.16"
"1268","2.05"
"1269","6.83"
"1270","4.51"
"1271","8.11"
"1272","2.03"
"1273","3.79"
"1274","8.17"
"1275","9.58"
"1276","9.81"
"1277","9.17"
"1278","2.92"
"1279","4.97"
"1280","4.38"
"1281","8.87"
"1282","3.8"
"1283","2.51"
"1284","3.54"
"1285","8.06"
"1286","5.51"
"1287","8.77"
"1288","1.49"
"1289","9.31"
"1290","8.15"
"1291","8.77"
"1292","2.48"
"1293","6.48"
"1294","8.94"
"1295","1.71"
"1296","1.33"
"1297","3.36"
"1298","9.31"
"1299","3.63"
"1300","5.09"
"1301","4.0"
"1302","9.72"
"1303","0.69"
"1304","2.1"
"1305","7.69"
"1306","2.01"
"1307","9.85"
"1308","3.18"
"1309","3.93"
"1310","8.05"
"1311","5.42"
"1312","0.66"
"1313","1.45"
"1314","0.27"
"1315","7.48"
"1316","8.22"
"1317","1.58"
"1318","5.68"
"1319","9.63"
"1320","7.45"
"1321","6.33"
"1322","2.88"
"1323","7.22"
"1324","6.63"
"1325","2.74"
"1326","1.35"
"1327","2.02"
"1328","7.79"
"1329","9.78"
"1330","1.08"
"1331","2.12"
"1332","4.37"
"1333","7.84"
"1334","0.09"
"1335","0.69"
"1336","1.55"
"1337","9.97"
"1338","2.24"
"1339","8.02"
"1340","7.66"
"1341","6.38"
"1342","0.33"
"1343","9.26"
"1344","1.88"
"1345","8.18"
"1346","7.27"
"1347","3.66"
"1348","6.07"
"1349","3.39"
"1350","1.62"
"1351","6.32"
"1352","7.03"
"1353","3.8"
"1354","5.85"
"1355","8.62"
"1356","4.0"
"1357","2.21"
"1358","5.1"
"1359","5.48"
"1360","2.3"
"1361","3.21"
"1362","3.73"
"1363","5.06"
"1364","8.44"
"1365","1.22"
"1366","4.0"
"1367","1.65"
"1368","2.35"
"1369","3.1"
"1370","7.18"
"1371","3.1"
"1372","0.75"
"1373","6.94"
"1374","8.81"
"1375","8.53"
"1376","1.08"
"1377","2.49"
"1378","8.86"
"1379","1.8"
"1380","2.4"
"1381","1.07"
"1382","8.11"
"1383","2.54"
"1384","9.26"
"1385","5.4"
"1386","0.88"
"1387","5.82"
"1388","2.21"
"1389","6.01"
"1390","6.59"
"1391","5.44"
"1392","6.13"
"1393","8.92"
"1394","1.4"
"1395","5.19"
"1396","8.08"
"1397","1.61"
"1398","3.8"
"1399","0.73"
"1400","6.47"
"1401","8.01"
"1402","7.42"
"1403","1.64"
"1404","4.23"
"1405","7.47"
"1406","6.45"
"1407","4.13"
"1408","1.77"
"1409","4.21"
"1410","5.32"
"1411","4.62"
"1412","0.87"
"1413","1.15"
"1414","5.51"
"1415","1.91"
"1416","0.54"
"1417","9.95"
"1418","3.81"
"1419","3.41"
"1420","0.73"
"1421","5.79"
"1422","8.89"
"1423","1.7"
"1424","5.04"
"1425","0.73"
"1426","1.53"
"1427","8.66"
"1428","4.85"
"1429","9.12"
"1430","9.54"
"1431","3.73"
"1432","4.02"
"1433","7.71"
"1434","7.81"
"1435","8.35"
"1436","2.65"
"1437","4.48"
"1438","5.15"
"1439","7.72"
"1440","8.86"
"1441","0.78"
"1442","2.0"
"1443","0.99"
"1444","3.26"
"1445","8.68"
"1446","9.69"
"1447","6.52"
"1448","5.49"
"1449","6.28"
"1450","1.76"
"1451","3.63"
"1452","6.27"
"1453","4.77"
"1454","8.17"
"1455","3.87"
"1456","3.92"
"1457","4.35"
"1458","3.67"
"1459","6.1"
"1460","0.47"
"1461","1.0"
"1462","1.06"
"1463","9.35"
"1464","0.86"
"1465","5.55"
"1466","9.38"
"1467","6.12"
"1468","7.13"
"1469","7.75"
"1470","0.1"
"1471","4.21"
"1472","6.76"
"1473","5.71"
"1474","6.12"
"1475","3.36"
"1476","8.28"
"1477","6.02"
"1478","7.7"
"1479","6.85"
"1480","0.66"
"1481","2.65"
"1482","9.98"
"1483","4.19"
"1484","6.18"
"1485","0.25"
"1486","2.27"
"1487","2.55"
"1488","8.82"
"1489","4.74"
"1490","2.7"
"1491","9.16"
"1492","7.32"
"1493","3.52"
"1494","8.85"
"1495","0.23"
"1496","2.02"
"1497","5.85"
"1498","0.01"
"1499","8.3"
"1500","8.5"
"1501","4.54"
"1502","3.59"
"1503","6.24"
"1504","0.27"
"1505","3.27"
"1506","4.3"
"1507","7.12"
"1508","0.63"
"1509","3.05"
"1510","3.24"
"1511","4.89"
"1512","7.98"
"1513","7.38"
"1514","7.32"
"1515","5.43"
"1516","5.24"
"1517","9.41"
"1518","2.77"
"1519","9.53"
"1520","0.69"
"1521","2.31"
"1522","4.43"
"1523","4.09"
"1524","2.53"
"1525","1.5"
"1526","1.27"
"1527","9.43"
"1528","5.96"
"1529","3.49"
"1530","3.87"
"1531","1.57"
"1532","2.97"
"1533","8.91"
"1534","3.15"
"1535","8.18"
"1536","1.88"
"1537","4.46"
"1538","7.59"
"1539","7.89"
"1540","6.75"
"1541","5.75"
"1542","2.46"
"1543","3.54"
"1544","6.56"
"1545","3.77"
"1546","1.44"
"1547","3.24"
"1548","4.61"
"1549","6.52"
"1550","9.44"
"1551","7.62"
"1552","5.07"
"1553","5.04"
"1554","3.76"
"1555","4.22"
"1556","9.29"
"1557","3.38"
"1558","1.59"
"1559","4.81"
"1560","5.7"
"1561","6.84"
"1562","3.48"
"1563","1.55"
"1564","9.37"
"1565","5.38"
"1566","9.88"
"1567","2.99"
"1568","9.37"
"1569","6.3"
"1570","4.65"
"1571","8.59"
"1572","2.79"
"1573","3.67"
"1574","4.98"
"1575","6.52"
"1576","4.93"
"1577","8.53"
"1578","8.7"
"1579","3.72"
"1580","8.44"
"1581","0.37"
"1582","5.63"
"1583","8.29"
"1584","5.0"
"1585","0.09"
"1586","8.54"
"1587","4.2"
"1588","5.74"
"1589","6.8"
"1590","1.63"
"1591","4.33"
"1592","9.44"
"1593","0.13"
"1594","0.2"
"1595","7.68"
"1596","0.96"
"1597","0.69"
"1598","2.95"
"1599","1.04"
"1600","4.67"
"1601","0.79"
"1602","1.12"
"1603","1.6"
"1604","4.0"
"1605","2.07"
"1606","8.38"
"1607","3.69"
"1608","5.09"
"1609","1.79"
"1610","3.36"
"1611","4.02"
"1612","5.46"
"1613","4.46"
"1614","8.46"
"1615","3.51"
"1616","1.65"
"1617","2.01"
"1618","5.96"
"1619","8.92"
"1620","9.51"
"1621","8.39"
"1622","3.34"
"1623","0.98"
"1624","9.14"
"1625","0.87"
"1626","2.0"
"1627","2.33"
"1628","3.16"
"1629","9.69"
"1630","0.71"
"1631","3.32"
"1632","3.01"
"1633","2.41"
"1634","3.6"
"1635","4.12"
"1636","9.95"
"1637","6.87"
"1638","4.46"
"1639","4.97"
"1640","9.66"
"1641","5.4"
"1642","7.26"
"1643","2.84"
"1644","8.29"
"1645","9.09"
"1646","4.3"
"1647","0.78"
"1648","3.29"
"1649","7.15"
"1650","3.6"
"1651","4.33"
"1652","5.82"
"1653","6.53"
"1654","3.67"
"1655","8.09"
"1656","1.96"
"1657","9.08"
"1658","9.81"
"1659","5.51"
"1660","5.15"
"1661","4.41"
"1662","2.6"
"1663","4.0"
"1664","8.66"
